total_pop,fecha,provincia,tot_casosconf,nue_casosconf
1738929,17/04/2020,Mendoza,2748,1
1738929,19/04/2020,Mendoza,2926,3
1738929,20/04/2020,Mendoza,3014,1
1738929,22/04/2020,Mendoza,3261,1
1738929,23/04/2020,Mendoza,3422,1
1738929,28/04/2020,Mendoza,4106,1
1738929,29/04/2020,Mendoza,4272,2
1738929,30/04/2020,Mendoza,4407,5
1738929,1/05/2020,Mendoza,4522,1
1738929,2/05/2020,Mendoza,4679,0
1738929,3/05/2020,Mendoza,4780,0
1738929,5/05/2020,Mendoza,5019,1
1738929,8/05/2020,Mendoza,5609,1
1738929,9/05/2020,Mendoza,5771,0
1738929,10/05/2020,Mendoza,6029,0
1738929,12/05/2020,Mendoza,6561,1
1738929,13/05/2020,Mendoza,6873,0
1738929,14/05/2020,Mendoza,7128,0
1738929,15/05/2020,Mendoza,7461,0
1738929,16/05/2020,Mendoza,7798,0
1738929,17/05/2020,Mendoza,8066,0
1738929,18/05/2020,Mendoza,8364,0
1738929,19/05/2020,Mendoza,8797,2
1738929,20/05/2020,Mendoza,9281,0
1738929,21/05/2020,Mendoza,9923,0
1738929,22/05/2020,Mendoza,10636,0
1738929,23/05/2020,Mendoza,11344,0
1738929,24/05/2020,Mendoza,12068,0
1738929,25/05/2020,Mendoza,12621,0
1738929,26/05/2020,Mendoza,13214,0
1738929,27/05/2020,Mendoza,13920,0
1738929,28/05/2020,Mendoza,14689,0
1738929,29/05/2020,Mendoza,15405,0
1738929,30/05/2020,Mendoza,16204,3
1738929,31/05/2020,Mendoza,16842,0
1738929,1/06/2020,Mendoza,17394,8
1738929,2/06/2020,Mendoza,18309,0
1738929,3/06/2020,Mendoza,19238,0
1738929,4/06/2020,Mendoza,20182,0
1738929,5/06/2020,Mendoza,21027,1
1738929,6/06/2020,Mendoza,22000,-1
1738929,7/06/2020,Mendoza,22780,0
1738929,8/06/2020,Mendoza,23609,1
1738929,9/06/2020,Mendoza,24742,1
1738929,10/06/2020,Mendoza,25961,0
1738929,11/06/2020,Mendoza,27343,1
1738929,12/06/2020,Mendoza,28742,2
1738929,13/06/2020,Mendoza,30265,0
1738929,14/06/2020,Mendoza,31555,7
1738929,15/06/2020,Mendoza,32769,0
1738929,16/06/2020,Mendoza,34111,3
1738929,17/06/2020,Mendoza,35523,1
1738929,18/06/2020,Mendoza,37455,3
1738929,19/06/2020,Mendoza,39498,3
1738929,20/06/2020,Mendoza,41170,5
1738929,21/06/2020,Mendoza,42743,5
1738929,22/06/2020,Mendoza,44904,3
1738929,23/06/2020,Mendoza,47139,8
1738929,24/06/2020,Mendoza,49798,8
1738929,25/06/2020,Mendoza,52364,1
1738929,26/06/2020,Mendoza,55286,3
1738929,27/06/2020,Mendoza,57706,6
1738929,28/06/2020,Mendoza,59908,6
1738929,29/06/2020,Mendoza,62218,1
1738929,30/06/2020,Mendoza,64495,4
1738929,1/07/2020,Mendoza,67161,7
1738929,2/07/2020,Mendoza,69893,2
1738929,3/07/2020,Mendoza,72720,3
1738929,4/07/2020,Mendoza,75301,4
1738929,5/07/2020,Mendoza,77795,7
1738929,6/07/2020,Mendoza,80391,4
1738929,7/07/2020,Mendoza,83361,23
1738929,8/07/2020,Mendoza,86967,22
1738929,9/07/2020,Mendoza,90631,11
1738929,10/07/2020,Mendoza,94006,12
1055259,9/03/2020,Chaco,18,5
1055259,15/03/2020,Chaco,58,4
1055259,16/03/2020,Chaco,68,3
1055259,17/03/2020,Chaco,77,1
1055259,18/03/2020,Chaco,93,1
1055259,19/03/2020,Chaco,127,2
1055259,20/03/2020,Chaco,154,1
1055259,21/03/2020,Chaco,208,5
1055259,22/03/2020,Chaco,261,7
1055259,23/03/2020,Chaco,303,4
1055259,24/03/2020,Chaco,370,9
1055259,25/03/2020,Chaco,465,12
1055259,26/03/2020,Chaco,576,3
1055259,27/03/2020,Chaco,656,3
1055259,28/03/2020,Chaco,736,5
1055259,29/03/2020,Chaco,779,4
1055259,30/03/2020,Chaco,903,12
1055259,31/03/2020,Chaco,1006,3
1055259,1/04/2020,Chaco,1087,12
1055259,2/04/2020,Chaco,1197,3
1055259,3/04/2020,Chaco,1324,8
1055259,4/04/2020,Chaco,1422,8
1055259,6/04/2020,Chaco,1588,4
1055259,7/04/2020,Chaco,1690,4
1055259,8/04/2020,Chaco,1766,15
1055259,9/04/2020,Chaco,1880,6
1055259,10/04/2020,Chaco,1929,5
1055259,12/04/2020,Chaco,2179,1
1055259,13/04/2020,Chaco,2251,3
1055259,14/04/2020,Chaco,2397,31
1055259,15/04/2020,Chaco,2542,7
1055259,16/04/2020,Chaco,2627,11
1055259,17/04/2020,Chaco,2740,22
1055259,18/04/2020,Chaco,2828,24
1055259,19/04/2020,Chaco,2908,5
1055259,20/04/2020,Chaco,3010,5
1055259,21/04/2020,Chaco,3130,5
1055259,22/04/2020,Chaco,3251,7
1055259,23/04/2020,Chaco,3418,10
1055259,24/04/2020,Chaco,3581,7
1055259,25/04/2020,Chaco,3763,7
1055259,26/04/2020,Chaco,3876,3
1055259,27/04/2020,Chaco,3984,10
1055259,29/04/2020,Chaco,4268,4
1055259,30/04/2020,Chaco,4399,3
1055259,1/05/2020,Chaco,4502,12
1055259,2/05/2020,Chaco,4669,11
1055259,3/05/2020,Chaco,4772,5
1055259,4/05/2020,Chaco,4868,5
1055259,5/05/2020,Chaco,5012,11
1055259,6/05/2020,Chaco,5193,8
1055259,7/05/2020,Chaco,5361,26
1055259,8/05/2020,Chaco,5604,26
1055259,9/05/2020,Chaco,5763,9
1055259,10/05/2020,Chaco,6024,32
1055259,11/05/2020,Chaco,6232,17
1055259,12/05/2020,Chaco,6556,10
1055259,13/05/2020,Chaco,6856,18
1055259,14/05/2020,Chaco,7119,9
1055259,15/05/2020,Chaco,7459,25
1055259,16/05/2020,Chaco,7789,21
1055259,17/05/2020,Chaco,8045,19
1055259,18/05/2020,Chaco,8343,13
1055259,19/05/2020,Chaco,8786,34
1055259,20/05/2020,Chaco,9279,35
1055259,21/05/2020,Chaco,9911,34
1055259,22/05/2020,Chaco,10627,27
1055259,23/05/2020,Chaco,11344,7
1055259,24/05/2020,Chaco,12062,20
1055259,25/05/2020,Chaco,12618,9
1055259,26/05/2020,Chaco,13213,23
1055259,27/05/2020,Chaco,13918,16
1055259,28/05/2020,Chaco,14684,28
1055259,29/05/2020,Chaco,15401,26
1055259,30/05/2020,Chaco,16198,24
1055259,31/05/2020,Chaco,16839,13
1055259,1/06/2020,Chaco,17380,3
1055259,2/06/2020,Chaco,18304,30
1055259,3/06/2020,Chaco,19234,6
1055259,4/06/2020,Chaco,20180,53
1055259,5/06/2020,Chaco,21017,29
1055259,6/06/2020,Chaco,21991,19
1055259,7/06/2020,Chaco,22772,18
1055259,8/06/2020,Chaco,23604,45
1055259,9/06/2020,Chaco,24729,28
1055259,10/06/2020,Chaco,25952,45
1055259,11/06/2020,Chaco,27330,48
1055259,12/06/2020,Chaco,28722,39
1055259,13/06/2020,Chaco,30221,49
1055259,14/06/2020,Chaco,31516,27
1055259,15/06/2020,Chaco,32742,38
1055259,16/06/2020,Chaco,34093,23
1055259,17/06/2020,Chaco,35500,20
1055259,18/06/2020,Chaco,37419,68
1055259,19/06/2020,Chaco,39463,31
1055259,20/06/2020,Chaco,41120,24
1055259,21/06/2020,Chaco,42709,52
1055259,22/06/2020,Chaco,44867,20
1055259,23/06/2020,Chaco,47079,55
1055259,24/06/2020,Chaco,49728,37
1055259,25/06/2020,Chaco,52336,61
1055259,26/06/2020,Chaco,55193,76
1055259,27/06/2020,Chaco,57668,52
1055259,28/06/2020,Chaco,59868,47
1055259,29/06/2020,Chaco,62187,31
1055259,30/06/2020,Chaco,64456,70
1055259,1/07/2020,Chaco,67103,60
1055259,2/07/2020,Chaco,69851,81
1055259,3/07/2020,Chaco,72663,37
1055259,4/07/2020,Chaco,75260,53
1055259,5/07/2020,Chaco,77754,47
1055259,6/07/2020,Chaco,80313,26
1055259,7/07/2020,Chaco,83246,22
1055259,8/07/2020,Chaco,86844,59
1055259,9/07/2020,Chaco,90500,30
1055259,10/07/2020,Chaco,93910,50
551266,20/03/2020,Neuquén,159,1
551266,24/03/2020,Neuquén,386,1
551266,25/03/2020,Neuquén,479,1
551266,26/03/2020,Neuquén,585,3
551266,27/03/2020,Neuquén,683,4
551266,28/03/2020,Neuquén,742,1
551266,28/03/2020,Neuquén,743,1
551266,30/03/2020,Neuquén,967,8
551266,1/04/2020,Neuquén,1109,4
551266,2/04/2020,Neuquén,1225,4
551266,3/04/2020,Neuquén,1343,1
551266,4/04/2020,Neuquén,1431,4
551266,5/04/2020,Neuquén,1538,11
551266,6/04/2020,Neuquén,1605,6
551266,7/04/2020,Neuquén,1700,3
551266,8/04/2020,Neuquén,1791,17
551266,9/04/2020,Neuquén,1874,7
551266,10/04/2020,Neuquén,1959,7
551266,11/04/2020,Neuquén,2100,1
551266,12/04/2020,Neuquén,2189,1
551266,13/04/2020,Neuquén,2269,2
551266,14/04/2020,Neuquén,2420,2
551266,15/04/2020,Neuquén,2554,1
551266,16/04/2020,Neuquén,2651,1
551266,17/04/2020,Neuquén,2750,1
551266,18/04/2020,Neuquén,2834,3
551266,19/04/2020,Neuquén,2929,3
551266,20/04/2020,Neuquén,3017,3
551266,22/04/2020,Neuquén,3262,1
551266,23/04/2020,Neuquén,3423,1
551266,26/04/2020,Neuquén,3891,1
551266,27/04/2020,Neuquén,3989,3
551266,28/04/2020,Neuquén,4127,0
551266,29/04/2020,Neuquén,4277,1
551266,30/04/2020,Neuquén,4408,1
551266,9/05/2020,Neuquén,5771,1
551266,10/05/2020,Neuquén,6029,0
551266,11/05/2020,Neuquén,6263,0
551266,12/05/2020,Neuquén,6561,0
551266,13/05/2020,Neuquén,6874,2
551266,14/05/2020,Neuquén,7129,1
551266,15/05/2020,Neuquén,7461,0
551266,16/05/2020,Neuquén,7798,0
551266,17/05/2020,Neuquén,8066,0
551266,18/05/2020,Neuquén,8364,0
551266,19/05/2020,Neuquén,8797,0
551266,20/05/2020,Neuquén,9281,0
551266,21/05/2020,Neuquén,9923,0
551266,22/05/2020,Neuquén,10636,0
551266,23/05/2020,Neuquén,11344,0
551266,24/05/2020,Neuquén,12069,1
551266,25/05/2020,Neuquén,12622,1
551266,26/05/2020,Neuquén,13221,7
551266,27/05/2020,Neuquén,13922,2
551266,28/05/2020,Neuquén,14694,3
551266,29/05/2020,Neuquén,15407,2
551266,30/05/2020,Neuquén,16205,1
551266,31/05/2020,Neuquén,16846,3
551266,1/06/2020,Neuquén,17397,3
551266,2/06/2020,Neuquén,18312,3
551266,3/06/2020,Neuquén,19249,10
551266,4/06/2020,Neuquén,20184,0
551266,5/06/2020,Neuquén,21028,1
551266,6/06/2020,Neuquén,22003,1
551266,7/06/2020,Neuquén,22783,0
551266,8/06/2020,Neuquén,23609,0
551266,9/06/2020,Neuquén,24747,5
551266,10/06/2020,Neuquén,25971,10
551266,11/06/2020,Neuquén,27358,14
551266,12/06/2020,Neuquén,28748,6
551266,13/06/2020,Neuquén,30278,13
551266,14/06/2020,Neuquén,31564,9
551266,15/06/2020,Neuquén,32773,3
551266,16/06/2020,Neuquén,34139,28
551266,17/06/2020,Neuquén,35534,11
551266,18/06/2020,Neuquén,37471,16
551266,19/06/2020,Neuquén,39525,27
551266,20/06/2020,Neuquén,41179,9
551266,21/06/2020,Neuquén,42752,9
551266,22/06/2020,Neuquén,44915,11
551266,23/06/2020,Neuquén,47168,29
551266,24/06/2020,Neuquén,49810,12
551266,25/06/2020,Neuquén,52385,20
551266,26/06/2020,Neuquén,55317,31
551266,27/06/2020,Neuquén,57722,16
551266,28/06/2020,Neuquén,59920,12
551266,29/06/2020,Neuquén,62237,18
551266,30/06/2020,Neuquén,64513,18
551266,1/07/2020,Neuquén,67173,12
551266,2/07/2020,Neuquén,69905,12
551266,3/07/2020,Neuquén,72748,28
551266,4/07/2020,Neuquén,75321,20
551266,5/07/2020,Neuquén,77804,9
551266,6/07/2020,Neuquén,80427,34
551266,7/07/2020,Neuquén,83383,22
551266,8/07/2020,Neuquén,86990,23
551266,9/07/2020,Neuquén,90641,10
551266,10/07/2020,Neuquén,94020,14
333642,29/03/2020,La Rioja,819,1
333642,31/03/2020,La Rioja,1055,0
333642,2/04/2020,La Rioja,1221,3
333642,4/04/2020,La Rioja,1427,2
333642,5/04/2020,La Rioja,1525,2
333642,6/04/2020,La Rioja,1598,1
333642,9/04/2020,La Rioja,1890,5
333642,11/04/2020,La Rioja,2094,4
333642,12/04/2020,La Rioja,2185,1
333642,13/04/2020,La Rioja,2265,3
333642,14/04/2020,La Rioja,2415,6
333642,15/04/2020,La Rioja,2552,3
333642,16/04/2020,La Rioja,2645,3
333642,17/04/2020,La Rioja,2747,1
333642,19/04/2020,La Rioja,2923,4
333642,20/04/2020,La Rioja,3031,0
333642,21/04/2020,La Rioja,3131,1
333642,22/04/2020,La Rioja,3260,5
333642,24/04/2020,La Rioja,3590,2
333642,25/04/2020,La Rioja,3768,3
333642,26/04/2020,La Rioja,3885,0
333642,28/04/2020,La Rioja,4105,1
333642,29/04/2020,La Rioja,4270,1
333642,1/05/2020,La Rioja,4521,3
333642,4/05/2020,La Rioja,4875,1
333642,6/05/2020,La Rioja,5202,1
333642,7/05/2020,La Rioja,5367,1
333642,8/05/2020,La Rioja,5608,1
333642,9/05/2020,La Rioja,5770,0
333642,10/05/2020,La Rioja,6029,0
333642,11/05/2020,La Rioja,6263,1
333642,12/05/2020,La Rioja,6560,0
333642,13/05/2020,La Rioja,6873,0
333642,14/05/2020,La Rioja,7128,0
333642,15/05/2020,La Rioja,7461,0
333642,16/05/2020,La Rioja,7798,0
333642,17/05/2020,La Rioja,8066,1
333642,18/05/2020,La Rioja,8364,2
333642,19/05/2020,La Rioja,8795,0
333642,20/05/2020,La Rioja,9281,0
333642,21/05/2020,La Rioja,9923,0
333642,22/05/2020,La Rioja,10636,0
333642,23/05/2020,La Rioja,11344,0
333642,24/05/2020,La Rioja,12068,0
333642,25/05/2020,La Rioja,12621,0
333642,26/05/2020,La Rioja,13214,0
333642,27/05/2020,La Rioja,13920,0
333642,28/05/2020,La Rioja,14689,0
333642,29/05/2020,La Rioja,15405,0
333642,30/05/2020,La Rioja,16201,0
333642,31/05/2020,La Rioja,16842,0
333642,1/06/2020,La Rioja,17386,0
333642,2/06/2020,La Rioja,18309,0
333642,3/06/2020,La Rioja,19238,0
333642,4/06/2020,La Rioja,20182,0
333642,5/06/2020,La Rioja,21026,0
333642,6/06/2020,La Rioja,22001,0
333642,7/06/2020,La Rioja,22780,1
333642,8/06/2020,La Rioja,23608,0
333642,9/06/2020,La Rioja,24741,0
333642,10/06/2020,La Rioja,25961,0
333642,11/06/2020,La Rioja,27342,0
333642,12/06/2020,La Rioja,28740,0
333642,13/06/2020,La Rioja,30265,0
333642,14/06/2020,La Rioja,31548,0
333642,15/06/2020,La Rioja,32769,0
333642,16/06/2020,La Rioja,34108,0
333642,17/06/2020,La Rioja,35522,0
333642,18/06/2020,La Rioja,37452,0
333642,19/06/2020,La Rioja,39495,0
333642,20/06/2020,La Rioja,41165,0
333642,21/06/2020,La Rioja,42738,0
333642,22/06/2020,La Rioja,44901,0
333642,23/06/2020,La Rioja,47131,1
333642,24/06/2020,La Rioja,49790,7
333642,25/06/2020,La Rioja,52363,2
333642,26/06/2020,La Rioja,55283,1
333642,27/06/2020,La Rioja,57700,1
333642,28/06/2020,La Rioja,59902,0
333642,29/06/2020,La Rioja,62217,4
333642,30/06/2020,La Rioja,64491,4
333642,1/07/2020,La Rioja,67154,1
333642,2/07/2020,La Rioja,69891,3
333642,3/07/2020,La Rioja,72717,3
333642,4/07/2020,La Rioja,75297,5
333642,5/07/2020,La Rioja,77788,6
333642,6/07/2020,La Rioja,80387,5
333642,7/07/2020,La Rioja,83338,3
333642,8/07/2020,La Rioja,86945,14
333642,9/07/2020,La Rioja,90620,1
333642,10/07/2020,La Rioja,93994,6
681055,29/03/2020,San Juan,815,1
681055,11/04/2020,San Juan,2124,1
681055,7/05/2020,San Juan,5371,1
681055,18/05/2020,San Juan,8367,1
681055,19/05/2020,San Juan,8803,0
681055,20/05/2020,San Juan,9283,0
681055,21/05/2020,San Juan,9926,0
681055,22/05/2020,San Juan,10642,0
681055,23/05/2020,San Juan,11349,0
681055,24/05/2020,San Juan,12074,0
681055,25/05/2020,San Juan,12626,0
681055,26/05/2020,San Juan,13225,0
681055,27/05/2020,San Juan,13931,1
681055,28/05/2020,San Juan,14701,0
681055,29/05/2020,San Juan,15419,0
681055,30/05/2020,San Juan,16210,0
681055,31/05/2020,San Juan,16850,0
681055,1/06/2020,San Juan,17408,0
681055,2/06/2020,San Juan,18315,0
681055,3/06/2020,San Juan,19265,0
681055,4/06/2020,San Juan,20192,0
681055,5/06/2020,San Juan,21036,0
681055,6/06/2020,San Juan,22018,0
681055,7/06/2020,San Juan,22793,0
681055,8/06/2020,San Juan,23620,0
681055,9/06/2020,San Juan,24760,0
681055,10/06/2020,San Juan,25983,0
681055,10/06/2020,San Juan,25985,1
681055,11/06/2020,San Juan,27372,0
681055,11/06/2020,San Juan,27372,0
681055,12/06/2020,San Juan,28764,0
681055,12/06/2020,San Juan,28764,0
681055,13/06/2020,San Juan,30291,0
681055,13/06/2020,San Juan,30294,1
681055,14/06/2020,San Juan,31570,0
681055,14/06/2020,San Juan,31571,0
681055,15/06/2020,San Juan,32785,0
681055,15/06/2020,San Juan,32785,0
681055,16/06/2020,San Juan,34156,0
681055,16/06/2020,San Juan,34156,0
681055,17/06/2020,San Juan,35548,0
681055,17/06/2020,San Juan,35549,0
681055,18/06/2020,San Juan,37498,0
681055,18/06/2020,San Juan,37498,0
681055,19/06/2020,San Juan,39559,0
681055,19/06/2020,San Juan,39559,0
681055,20/06/2020,San Juan,41198,0
681055,20/06/2020,San Juan,41198,0
681055,21/06/2020,San Juan,42768,0
681055,21/06/2020,San Juan,42768,0
681055,22/06/2020,San Juan,44924,1
681055,22/06/2020,San Juan,44925,0
681055,23/06/2020,San Juan,47187,0
681055,23/06/2020,San Juan,47187,0
681055,24/06/2020,San Juan,49834,0
681055,24/06/2020,San Juan,49837,0
681055,25/06/2020,San Juan,52435,0
681055,25/06/2020,San Juan,52435,0
681055,26/06/2020,San Juan,55330,0
681055,26/06/2020,San Juan,55330,0
681055,27/06/2020,San Juan,57736,0
681055,27/06/2020,San Juan,57738,0
681055,28/06/2020,San Juan,59926,0
681055,28/06/2020,San Juan,59926,0
681055,29/06/2020,San Juan,62261,0
681055,29/06/2020,San Juan,62264,0
681055,30/06/2020,San Juan,64528,0
681055,30/06/2020,San Juan,64529,0
681055,1/07/2020,San Juan,67186,0
681055,1/07/2020,San Juan,67188,0
681055,2/07/2020,San Juan,69939,0
681055,2/07/2020,San Juan,69939,0
681055,3/07/2020,San Juan,72771,0
681055,3/07/2020,San Juan,72779,0
681055,4/07/2020,San Juan,75349,0
681055,5/07/2020,San Juan,77807,0
681055,6/07/2020,San Juan,80437,1
681055,7/07/2020,San Juan,83416,0
681055,8/07/2020,San Juan,87007,0
681055,9/07/2020,San Juan,90673,0
681055,10/07/2020,San Juan,94048,0
992595,20/03/2020,Corrientes,158,1
992595,21/03/2020,Corrientes,222,2
992595,27/03/2020,Corrientes,690,3
992595,28/03/2020,Corrientes,746,2
992595,29/03/2020,Corrientes,816,1
992595,30/03/2020,Corrientes,953,10
992595,31/03/2020,Corrientes,1021,1
992595,1/04/2020,Corrientes,1094,1
992595,2/04/2020,Corrientes,1214,1
992595,6/04/2020,Corrientes,1597,2
992595,13/04/2020,Corrientes,2262,7
992595,14/04/2020,Corrientes,2409,0
992595,20/04/2020,Corrientes,3013,3
992595,23/04/2020,Corrientes,3421,1
992595,24/04/2020,Corrientes,3588,4
992595,25/04/2020,Corrientes,3765,1
992595,26/04/2020,Corrientes,3885,6
992595,28/04/2020,Corrientes,4104,1
992595,30/04/2020,Corrientes,4402,1
992595,1/05/2020,Corrientes,4516,0
992595,6/05/2020,Corrientes,5201,3
992595,7/05/2020,Corrientes,5366,1
992595,8/05/2020,Corrientes,5607,1
992595,9/05/2020,Corrientes,5770,1
992595,10/05/2020,Corrientes,6029,0
992595,11/05/2020,Corrientes,6262,16
992595,12/05/2020,Corrientes,6560,1
992595,13/05/2020,Corrientes,6872,5
992595,14/05/2020,Corrientes,7127,3
992595,15/05/2020,Corrientes,7462,0
992595,16/05/2020,Corrientes,7798,0
992595,17/05/2020,Corrientes,8065,0
992595,18/05/2020,Corrientes,8362,-1
992595,19/05/2020,Corrientes,8795,0
992595,20/05/2020,Corrientes,9281,0
992595,21/05/2020,Corrientes,9923,0
992595,22/05/2020,Corrientes,10636,0
992595,23/05/2020,Corrientes,11344,0
992595,24/05/2020,Corrientes,12068,0
992595,25/05/2020,Corrientes,12621,0
992595,26/05/2020,Corrientes,13214,0
992595,27/05/2020,Corrientes,13920,2
992595,28/05/2020,Corrientes,14687,1
992595,29/05/2020,Corrientes,15405,6
992595,30/05/2020,Corrientes,16200,0
992595,31/05/2020,Corrientes,16842,1
992595,1/06/2020,Corrientes,17386,6
992595,2/06/2020,Corrientes,18307,2
992595,3/06/2020,Corrientes,19236,0
992595,4/06/2020,Corrientes,20182,0
992595,5/06/2020,Corrientes,21022,0
992595,6/06/2020,Corrientes,21991,0
992595,7/06/2020,Corrientes,22777,0
992595,8/06/2020,Corrientes,23606,0
992595,9/06/2020,Corrientes,24737,1
992595,10/06/2020,Corrientes,25957,0
992595,11/06/2020,Corrientes,27336,3
992595,12/06/2020,Corrientes,28735,0
992595,13/06/2020,Corrientes,30237,1
992595,14/06/2020,Corrientes,31526,2
992595,15/06/2020,Corrientes,32767,1
992595,16/06/2020,Corrientes,34096,1
992595,17/06/2020,Corrientes,35516,2
992595,18/06/2020,Corrientes,37439,1
992595,19/06/2020,Corrientes,39490,5
992595,20/06/2020,Corrientes,41144,1
992595,21/06/2020,Corrientes,42728,0
992595,22/06/2020,Corrientes,44883,0
992595,23/06/2020,Corrientes,47104,0
992595,24/06/2020,Corrientes,49732,0
992595,25/06/2020,Corrientes,52343,0
992595,26/06/2020,Corrientes,55211,0
992595,27/06/2020,Corrientes,57684,1
992595,28/06/2020,Corrientes,59878,0
992595,29/06/2020,Corrientes,62192,2
992595,30/06/2020,Corrientes,64475,0
992595,1/07/2020,Corrientes,67123,1
992595,2/07/2020,Corrientes,69859,0
992595,3/07/2020,Corrientes,72683,0
992595,4/07/2020,Corrientes,75273,0
992595,5/07/2020,Corrientes,77775,1
992595,6/07/2020,Corrientes,80348,1
992595,7/07/2020,Corrientes,83295,1
992595,8/07/2020,Corrientes,86882,4
992595,9/07/2020,Corrientes,90546,0
992595,10/07/2020,Corrientes,93940,0
530162,12/06/2020,Formosa,28740,1
530162,13/06/2020,Formosa,30265,26
530162,14/06/2020,Formosa,31547,6
530162,15/06/2020,Formosa,32769,0
530162,16/06/2020,Formosa,34108,0
530162,17/06/2020,Formosa,35521,0
530162,18/06/2020,Formosa,37449,4
530162,19/06/2020,Formosa,39494,0
530162,20/06/2020,Formosa,41165,2
530162,21/06/2020,Formosa,42738,0
530162,22/06/2020,Formosa,44899,0
530162,23/06/2020,Formosa,47127,6
530162,24/06/2020,Formosa,49756,0
530162,25/06/2020,Formosa,52360,0
530162,26/06/2020,Formosa,55255,25
530162,27/06/2020,Formosa,57696,0
530162,28/06/2020,Formosa,59902,0
530162,29/06/2020,Formosa,62197,0
530162,30/06/2020,Formosa,64481,0
530162,1/07/2020,Formosa,67136,4
530162,2/07/2020,Formosa,69874,1
530162,3/07/2020,Formosa,72694,0
530162,4/07/2020,Formosa,75278,0
530162,5/07/2020,Formosa,77781,0
530162,6/07/2020,Formosa,80353,0
530162,7/07/2020,Formosa,83305,0
530162,8/07/2020,Formosa,86893,0
530162,9/07/2020,Formosa,90567,0
530162,10/07/2020,Formosa,93965,0
1235994,17/03/2020,Entre Ríos,81,1
1235994,18/03/2020,Entre Ríos,101,1
1235994,20/03/2020,Entre Ríos,157,2
1235994,25/03/2020,Entre Ríos,477,3
1235994,27/03/2020,Entre Ríos,679,3
1235994,30/03/2020,Entre Ríos,956,3
1235994,1/04/2020,Entre Ríos,1095,1
1235994,2/04/2020,Entre Ríos,1216,2
1235994,3/04/2020,Entre Ríos,1340,2
1235994,5/04/2020,Entre Ríos,1523,1
1235994,7/04/2020,Entre Ríos,1695,1
1235994,9/04/2020,Entre Ríos,1891,1
1235994,16/04/2020,Entre Ríos,2642,1
1235994,26/04/2020,Entre Ríos,3892,1
1235994,1/05/2020,Entre Ríos,4518,2
1235994,3/05/2020,Entre Ríos,4782,2
1235994,5/05/2020,Entre Ríos,5020,1
1235994,13/05/2020,Entre Ríos,6873,1
1235994,14/05/2020,Entre Ríos,7128,1
1235994,15/05/2020,Entre Ríos,7461,-1
1235994,16/05/2020,Entre Ríos,7798,0
1235994,17/05/2020,Entre Ríos,8065,0
1235994,18/05/2020,Entre Ríos,8362,0
1235994,19/05/2020,Entre Ríos,8795,0
1235994,20/05/2020,Entre Ríos,9281,0
1235994,21/05/2020,Entre Ríos,9923,0
1235994,22/05/2020,Entre Ríos,10636,0
1235994,23/05/2020,Entre Ríos,11344,0
1235994,24/05/2020,Entre Ríos,12068,0
1235994,25/05/2020,Entre Ríos,12621,0
1235994,26/05/2020,Entre Ríos,13214,0
1235994,27/05/2020,Entre Ríos,13920,0
1235994,28/05/2020,Entre Ríos,14688,1
1235994,29/05/2020,Entre Ríos,15405,0
1235994,30/05/2020,Entre Ríos,16201,1
1235994,31/05/2020,Entre Ríos,16842,0
1235994,1/06/2020,Entre Ríos,17386,0
1235994,2/06/2020,Entre Ríos,18309,2
1235994,3/06/2020,Entre Ríos,19238,2
1235994,4/06/2020,Entre Ríos,20182,0
1235994,5/06/2020,Entre Ríos,21026,4
1235994,6/06/2020,Entre Ríos,22001,10
1235994,7/06/2020,Entre Ríos,22779,2
1235994,8/06/2020,Entre Ríos,23608,2
1235994,9/06/2020,Entre Ríos,24739,2
1235994,10/06/2020,Entre Ríos,25961,4
1235994,11/06/2020,Entre Ríos,27342,6
1235994,12/06/2020,Entre Ríos,28739,4
1235994,13/06/2020,Entre Ríos,30239,2
1235994,14/06/2020,Entre Ríos,31541,15
1235994,15/06/2020,Entre Ríos,32769,2
1235994,16/06/2020,Entre Ríos,34108,12
1235994,17/06/2020,Entre Ríos,35521,5
1235994,18/06/2020,Entre Ríos,37445,6
1235994,19/06/2020,Entre Ríos,39494,4
1235994,20/06/2020,Entre Ríos,41163,19
1235994,21/06/2020,Entre Ríos,42738,10
1235994,22/06/2020,Entre Ríos,44899,16
1235994,23/06/2020,Entre Ríos,47121,17
1235994,24/06/2020,Entre Ríos,49756,24
1235994,25/06/2020,Entre Ríos,52360,17
1235994,26/06/2020,Entre Ríos,55230,19
1235994,27/06/2020,Entre Ríos,57696,12
1235994,28/06/2020,Entre Ríos,59902,24
1235994,29/06/2020,Entre Ríos,62197,5
1235994,30/06/2020,Entre Ríos,64481,6
1235994,1/07/2020,Entre Ríos,67132,9
1235994,2/07/2020,Entre Ríos,69873,14
1235994,3/07/2020,Entre Ríos,72694,11
1235994,4/07/2020,Entre Ríos,75278,5
1235994,5/07/2020,Entre Ríos,77781,6
1235994,6/07/2020,Entre Ríos,80353,5
1235994,7/07/2020,Entre Ríos,83305,10
1235994,8/07/2020,Entre Ríos,86893,11
1235994,9/07/2020,Entre Ríos,90567,21
1235994,10/07/2020,Entre Ríos,93965,25
432310,9/03/2020,San Luis,13,2
432310,25/03/2020,San Luis,474,4
432310,26/03/2020,San Luis,590,0
432310,1/04/2020,San Luis,1112,1
432310,2/04/2020,San Luis,1227,2
432310,3/04/2020,San Luis,1345,1
