code,name,pop_dens,total_pop,country_percentage,fecha,dia_inicio,dia_cuarentena,provincia,ciudad,tot_casosconf,nue_casosconf,tot_fallecidos,transmision_tipo,informe_tipo,fuente
AR-B,Buenos Aires,"44,95",13827203,"38,13",5/03/2020,4,0,Buenos Aires,C_Indeterminada,2,1,2,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/5-03-2020-nuevo-coronavirus-covid-19-reporte-diario_1.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",8/03/2020,7,0,Buenos Aires,C_Indeterminada,10,8,2,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/8-03-2020-nuevo-coronavirus-covid-19-reporte-diario_0.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",10/03/2020,9,0,Buenos Aires,C_Indeterminada,20,1,3,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/10-03-2020-nuevo-coronavirus-covid-19-reporte-diario_1.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",11/03/2020,10,0,Buenos Aires,C_Indeterminada,22,1,4,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/11-03-2020-nuevo-coronavirus-covid-19-reporte-diario_0.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",13/03/2020,9,0,Buenos Aires,C_Indeterminada,34,1,4,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/13-03-20-reporte-diario-covid-19_0.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",15/03/2020,11,0,Buenos Aires,C_Indeterminada,60,1,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/15032020-nuevo-coronavirus-covid-19_0.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",16/03/2020,12,0,Buenos Aires,C_Indeterminada,69,1,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/16-03-20-reporte-diario-covid-19_0.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",17/03/2020,13,0,Buenos Aires,C_Indeterminada,70,1,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",18/03/2020,14,0,Buenos Aires,C_Indeterminada,99,6,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",19/03/2020,15,0,Buenos Aires,C_Indeterminada,115,14,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",20/03/2020,16,0,Buenos Aires,C_Indeterminada,149,9,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",21/03/2020,17,1,Buenos Aires,C_Indeterminada,203,14,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",22/03/2020,18,2,Buenos Aires,C_Indeterminada,246,8,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",23/03/2020,19,3,Buenos Aires,C_Indeterminada,282,5,8,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/23-03-2020-covid19_informe-diario.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",24/03/2020,20,4,Buenos Aires,C_Indeterminada,361,29,9,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",25/03/2020,21,5,Buenos Aires,C_Indeterminada,417,30,10,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",26/03/2020,22,6,Buenos Aires,C_Indeterminada,561,27,15,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",27/03/2020,23,7,Buenos Aires,C_Indeterminada,653,36,18,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",28/03/2020,24,8,Buenos Aires,C_Indeterminada,700,8,22,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/28-03-20-reporte-vespertino-covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",29/03/2020,25,9,Buenos Aires,C_Indeterminada,762,16,23,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/29-03-20_reporte_vespertino_covid_19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",30/03/2020,26,10,Buenos Aires,C_Indeterminada,857,36,26,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/30-03-20-reporte-vespertino-covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",31/03/2020,27,11,Buenos Aires,C_Indeterminada,984,17,28,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/31-03-20-reporte-vespertino-covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",1/04/2020,28,12,Buenos Aires,C_Indeterminada,1065,10,33,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/01-04-20_reporte-vespertino_covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",2/04/2020,29,13,Buenos Aires,C_Indeterminada,1170,36,38,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",3/04/2020,30,14,Buenos Aires,C_Indeterminada,1288,22,43,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",4/04/2020,31,15,Buenos Aires,C_Indeterminada,1380,26,47,transmision comunitaria,informe provincial,https://www.argentina.gob.ar/sites/default/files/04-04-20-reporte-vespertino-covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",5/04/2020,32,16,Buenos Aires,C_Indeterminada,1485,33,49,transmision comunitaria,informe provincial,https://www.argentina.gob.ar/sites/default/files/05-04-20-reporte-vespertino-covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",6/04/2020,33,17,Buenos Aires,C_Indeterminada,1567,12,52,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",7/04/2020,34,18,Buenos Aires,C_Indeterminada,1662,34,61,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",8/04/2020,35,19,Buenos Aires,C_Indeterminada,1733,17,65,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",9/04/2020,36,20,Buenos Aires,C_Indeterminada,1824,28,75,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",10/04/2020,37,21,Buenos Aires,C_Indeterminada,1913,19,84,transmision comunitaria,informe provincial,https://www.argentina.gob.ar/sites/default/files/10-04-20_reporte_vespertino_covid_19_0.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",11/04/2020,38,22,Buenos Aires,C_Indeterminada,2012,37,90,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",12/04/2020,39,23,Buenos Aires,C_Indeterminada,2170,28,97,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",13/04/2020,40,24,Buenos Aires,C_Indeterminada,2238,29,100,transmision comunitaria,informe provincial,https://www.argentina.gob.ar/sites/default/files/14-04-20_reporte_matutino_covid_19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",14/04/2020,41,25,Buenos Aires,C_Indeterminada,2344,66,104,transmision comunitaria,informe provincial,https://www.argentina.gob.ar/sites/default/files/15-04-20_reporte-matutino-covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",15/04/2020,42,26,Buenos Aires,C_Indeterminada,2505,62,109,transmision comunitaria,informe provincial,https://www.argentina.gob.ar/sites/default/files/15-04-20_reporte-matutino-covid-19.pdf
AR-B,Buenos Aires,"44,95",13827203,"38,13",16/04/2020,43,27,Buenos Aires,C_Indeterminada,2601,30,118,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",17/04/2020,44,28,Buenos Aires,C_Indeterminada,2704,34,125,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",18/04/2020,45,29,Buenos Aires,C_Indeterminada,2790,31,131,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",19/04/2020,46,30,Buenos Aires,C_Indeterminada,2888,48,132,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",20/04/2020,47,31,Buenos Aires,C_Indeterminada,2983,42,135,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",21/04/2020,48,32,Buenos Aires,C_Indeterminada,3092,61,146,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",22/04/2020,49,33,Buenos Aires,C_Indeterminada,3205,61,157,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",23/04/2020,50,34,Buenos Aires,C_Indeterminada,3371,84,163,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",24/04/2020,51,35,Buenos Aires,C_Indeterminada,3495,61,169,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",25/04/2020,52,36,Buenos Aires,C_Indeterminada,3701,94,178,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",26/04/2020,53,37,Buenos Aires,C_Indeterminada,3837,56,187,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",27/04/2020,54,38,Buenos Aires,C_Indeterminada,3942,50,193,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",28/04/2020,55,39,Buenos Aires,C_Indeterminada,4051,48,203,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",29/04/2020,56,40,Buenos Aires,C_Indeterminada,4230,103,209,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",30/04/2020,57,41,Buenos Aires,C_Indeterminada,4351,66,216,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",1/05/2020,58,42,Buenos Aires,C_Indeterminada,4461,34,221,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",2/05/2020,59,43,Buenos Aires, ,4634,45,235,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",3/05/2020,60,44,Buenos Aires, ,4766,38,242,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",4/05/2020,61,45,Buenos Aires,C_Indeterminada,4820,38,253,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",5/05/2020,62,46,Buenos Aires,C_Indeterminada,4944,58,261,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",6/05/2020,63,47,Buenos Aires,C_Indeterminada,5083,63,269,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",7/05/2020,64,48,Buenos Aires,C_Indeterminada,5258,50,279,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",8/05/2020,65,49,Buenos Aires,C_Indeterminada,5448,77,287,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",9/05/2020,66,50,Buenos Aires,C_Indeterminada,5671,60,297,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",10/05/2020,67,51,Buenos Aires,C_Indeterminada,5827,51,304,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",11/05/2020,68,52,Buenos Aires,C_Indeterminada,6078,44,309,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",12/05/2020,69,53,Buenos Aires,C_Indeterminada,6358,80,316,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",13/05/2020,70,54,Buenos Aires,C_Indeterminada,6659,96,323,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",14/05/2020,71,55,Buenos Aires,C_Indeterminada,6957,79,341,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",15/05/2020,72,56,Buenos Aires,C_Indeterminada,7219,86,355,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",16/05/2020,73,57,Buenos Aires,C_Indeterminada,7575,97,358,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",17/05/2020,74,58,Buenos Aires,C_Indeterminada,7879,74,366,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",18/05/2020,75,59,Buenos Aires,C_Indeterminada,8161,93,375,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",19/05/2020,76,60,Buenos Aires,C_Indeterminada,8528,157,384,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",20/05/2020,77,61,Buenos Aires,C_Indeterminada,8987,178,398,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",21/05/2020,78,62,Buenos Aires,C_Indeterminada,9498,213,412,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",22/05/2020,79,63,Buenos Aires,C_Indeterminada,10196,266,421,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",23/05/2020,80,64,Buenos Aires,C_Indeterminada,10937,289,437,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",24/05/2020,81,65,Buenos Aires,C_Indeterminada,11548,196,447,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",25/05/2020,82,66,Buenos Aires,C_Indeterminada,12234,159,458,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",26/05/2020,83,67,Buenos Aires,C_Indeterminada,12863,236,483,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",27/05/2020,84,68,Buenos Aires,C_Indeterminada,13541,315,493,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",28/05/2020,85,69,Buenos Aires,C_Indeterminada,14231,299,504,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",29/05/2020,86,70,Buenos Aires,C_Indeterminada,14974,273,513,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",30/05/2020,87,71,Buenos Aires,C_Indeterminada,15715,296,522,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",31/05/2020,88,72,Buenos Aires,C_Indeterminada,16468,254,534,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",1/06/2020,89,73,Buenos Aires,C_Indeterminada,17103,252,544,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",2/06/2020,90,74,Buenos Aires,C_Indeterminada,17903,488,564,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",3/06/2020,91,75,Buenos Aires,C_Indeterminada,18761,442,575,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",4/06/2020,92,76,Buenos Aires,C_Indeterminada,19690,422,594,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",5/06/2020,93,77,Buenos Aires,C_Indeterminada,20568,371,616,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",6/06/2020,94,78,Buenos Aires,C_Indeterminada,21495,458,634,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",7/06/2020,95,79,Buenos Aires,C_Indeterminada,22395,375,657,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",8/06/2020,96,80,Buenos Aires,C_Indeterminada,23139,345,680,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",9/06/2020,97,81,Buenos Aires,C_Indeterminada,24166,545,706,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",10/06/2020,98,82,Buenos Aires,C_Indeterminada,25385,622,724,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",11/06/2020,99,83,Buenos Aires,C_Indeterminada,26744,756,755,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",12/06/2020,100,84,Buenos Aires,C_Indeterminada,28118,744,776,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",13/06/2020,101,85,Buenos Aires,C_Indeterminada,29614,849,804,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",14/06/2020,102,86,Buenos Aires,C_Indeterminada,30931,636,824,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",15/06/2020,103,87,Buenos Aires,C_Indeterminada,32129,552,845,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",16/06/2020,104,88,Buenos Aires,C_Indeterminada,33582,797,862,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",17/06/2020,105,89,Buenos Aires,C_Indeterminada,34958,799,890,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",18/06/2020,106,90,Buenos Aires,C_Indeterminada,36659,1107,926,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",19/06/2020,107,91,Buenos Aires,C_Indeterminada,38628,1118,964,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",20/06/2020,108,92,Buenos Aires,C_Indeterminada,40584,1014,984,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",21/06/2020,109,93,Buenos Aires,C_Indeterminada,41950,746,1001,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",22/06/2020,110,94,Buenos Aires,C_Indeterminada,43822,1037,1019,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",23/06/2020,111,95,Buenos Aires,C_Indeterminada,46265,1334,1058,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",24/06/2020,112,96,Buenos Aires,C_Indeterminada,48679,1463,1099,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",25/06/2020,113,97,Buenos Aires,C_Indeterminada,51333,1482,1130,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",26/06/2020,114,98,Buenos Aires,C_Indeterminada,54149,1692,1173,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",27/06/2020,115,99,Buenos Aires,C_Indeterminada,56767,1424,1196,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",28/06/2020,116,100,Buenos Aires,C_Indeterminada,58969,1225,1217,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",29/06/2020,117,101,Buenos Aires,C_Indeterminada,61212,1279,1253,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",30/06/2020,118,102,Buenos Aires,C_Indeterminada,63642,1374,1293,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",1/07/2020,119,103,Buenos Aires,C_Indeterminada,66202,1672,1334,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",2/07/2020,120,104,Buenos Aires,C_Indeterminada,68930,1733,1372,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",3/07/2020,121,105,Buenos Aires,C_Indeterminada,71790,1849,1411,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",4/07/2020,122,106,Buenos Aires,C_Indeterminada,74302,1516,1463,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",5/07/2020,123,107,Buenos Aires,C_Indeterminada,76940,1564,1493,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",6/07/2020,124,108,Buenos Aires,C_Indeterminada,79291,1476,1561,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",7/07/2020,125,109,Buenos Aires,C_Indeterminada,82199,1752,1621,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",8/07/2020,126,110,Buenos Aires,C_Indeterminada,85648,2222,1678,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",9/07/2020,127,111,Buenos Aires,C_Indeterminada,89402,2372,1705,transmision comunitaria,informe provincial,
AR-B,Buenos Aires,"44,95",13827203,"38,13",10/07/2020,128,112,Buenos Aires,C_Indeterminada,92811,2118,1750,transmision comunitaria,informe provincial,
AR-C,CABA,"13743,26",2776138,"7,66",2/03/2020,1,0,CABA,C_Indeterminada,1,1,0,importado,informe provincial,https://www.infobae.com/coronavirus/2020/03/03/confirmaron-el-primer-caso-de-coronavirus-en-la-argentina/
AR-C,CABA,"13743,26",2776138,"7,66",9/03/2020,8,0,CABA,C_Indeterminada,11,1,3,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/9-03-2020-nuevo-coronavirus-covid-19-reporte_diario_0.pdf
AR-C,CABA,"13743,26",2776138,"7,66",10/03/2020,9,0,CABA,C_Indeterminada,21,1,4,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/10-03-2020-nuevo-coronavirus-covid-19-reporte-diario_1.pdf
AR-C,CABA,"13743,26",2776138,"7,66",11/03/2020,10,0,CABA,C_Indeterminada,23,1,4,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/11-03-2020-nuevo-coronavirus-covid-19-reporte-diario_0.pdf
AR-C,CABA,"13743,26",2776138,"7,66",12/03/2020,8,0,CABA,C_Indeterminada,33,10,4,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/12-03-20-nuevo-coronavirus-covid-19_reporte-diario_0.pdf
AR-C,CABA,"13743,26",2776138,"7,66",13/03/2020,9,0,CABA,C_Indeterminada,36,2,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/13-03-20-reporte-diario-covid-19_0.pdf
AR-C,CABA,"13743,26",2776138,"7,66",14/03/2020,10,0,CABA,C_Indeterminada,47,11,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/14-03-20-reporte-diario-covid-19_0.pdf
AR-C,CABA,"13743,26",2776138,"7,66",15/03/2020,11,0,CABA,C_Indeterminada,54,6,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/15032020-nuevo-coronavirus-covid-19_0.pdf
AR-C,CABA,"13743,26",2776138,"7,66",16/03/2020,12,0,CABA,C_Indeterminada,65,5,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/16-03-20-reporte-diario-covid-19_0.pdf
AR-C,CABA,"13743,26",2776138,"7,66",17/03/2020,13,0,CABA,C_Indeterminada,74,4,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf
AR-C,CABA,"13743,26",2776138,"7,66",18/03/2020,14,0,CABA,C_Indeterminada,92,10,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf
AR-C,CABA,"13743,26",2776138,"7,66",19/03/2020,15,0,CABA,C_Indeterminada,123,8,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf
AR-C,CABA,"13743,26",2776138,"7,66",20/03/2020,16,0,CABA,C_Indeterminada,140,9,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf
AR-C,CABA,"13743,26",2776138,"7,66",21/03/2020,17,1,CABA,C_Indeterminada,189,29,7,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
AR-C,CABA,"13743,26",2776138,"7,66",22/03/2020,18,2,CABA,C_Indeterminada,238,11,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf
AR-C,CABA,"13743,26",2776138,"7,66",23/03/2020,19,3,CABA,C_Indeterminada,277,11,8,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/23-03-2020-covid19_informe-diario.pdf
AR-C,CABA,"13743,26",2776138,"7,66",24/03/2020,20,4,CABA,C_Indeterminada,332,29,8,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf
AR-C,CABA,"13743,26",2776138,"7,66",25/03/2020,21,5,CABA,C_Indeterminada,438,21,11,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
AR-C,CABA,"13743,26",2776138,"7,66",26/03/2020,22,6,CABA,C_Indeterminada,534,30,13,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
AR-C,CABA,"13743,26",2776138,"7,66",27/03/2020,23,7,CABA,C_Indeterminada,617,27,17,transmision comunitaria,informe nacional,https://www.buenosaires.gob.ar/salud/noticias/actualizacion-de-los-casos-coronavirus-en-la-ciudad-buenos-aires
AR-C,CABA,"13743,26",2776138,"7,66",28/03/2020,24,8,CABA,C_Indeterminada,718,18,23,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/28-03-20-reporte-vespertino-covid-19.pdf
AR-C,CABA,"13743,26",2776138,"7,66",29/03/2020,25,9,CABA,C_Indeterminada,775,13,23,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/29-03-20_reporte_vespertino_covid_19.pdf
AR-C,CABA,"13743,26",2776138,"7,66",30/03/2020,26,10,CABA,C_Indeterminada,891,34,26,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/30-03-20-reporte-vespertino-covid-19.pdf
AR-C,CABA,"13743,26",2776138,"7,66",31/03/2020,27,11,CABA,C_Indeterminada,1003,19,28,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/31-03-20-reporte-vespertino-covid-19.pdf
AR-C,CABA,"13743,26",2776138,"7,66",1/04/2020,28,12,CABA,C_Indeterminada,1075,10,34,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/01-04-20_reporte-vespertino_covid-19.pdf
AR-C,CABA,"13743,26",2776138,"7,66",2/04/2020,29,13,CABA,C_Indeterminada,1194,24,38,transmision comunitaria,informe provincial,
AR-C,CABA,"13743,26",2776138,"7,66",3/04/2020,30,14,CABA,C_Indeterminada,1316,28,43,transmision comunitaria,informe provincial,
