fecha,dia_inicio,dia_cuarentena,provincia,ciudad,tot_casosconf,nue_casosconf,tot_fallecidos,transmision_tipo,informe_tipo,fuente
2/03/2020,1,0,CABA,C_Indeterminada,1,1,0,importado,informe provincial,https://www.infobae.com/coronavirus/2020/03/03/confirmaron-el-primer-caso-de-coronavirus-en-la-argentina/
3/03/2020,2,0,Indeterminado,C_Indeterminada,1,0,0,importado,informe provincial,
4/03/2020,3,0,Indeterminado,C_Indeterminada,1,0,0,importado,informe provincial,
5/03/2020,4,0,Buenos Aires,C_Indeterminada,2,1,2,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/5-03-2020-nuevo-coronavirus-covid-19-reporte-diario_1.pdf
6/03/2020,5,0,Indeterminado,C_Indeterminada,2,0,2,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/6-03-2020-nuevo-coronavirus-covid-19-reporte-diario_1.pdf
7/03/2020,6,0,Indeterminado,C_Indeterminada,2,0,2,importado,informe provincial,
8/03/2020,7,0,Buenos Aires,C_Indeterminada,10,8,2,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/8-03-2020-nuevo-coronavirus-covid-19-reporte-diario_0.pdf
9/03/2020,8,0,CABA,C_Indeterminada,11,1,3,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/9-03-2020-nuevo-coronavirus-covid-19-reporte_diario_0.pdf
9/03/2020,8,0,San Luis,C_Indeterminada,13,2,3,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/9-03-2020-nuevo-coronavirus-covid-19-reporte_diario_0.pdf
9/03/2020,8,0,Chaco,C_Indeterminada,18,5,3,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/9-03-2020-nuevo-coronavirus-covid-19-reporte_diario_0.pdf
9/03/2020,8,0,Río Negro,C_Indeterminada,19,1,3,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/9-03-2020-nuevo-coronavirus-covid-19-reporte_diario_0.pdf
10/03/2020,9,0,Buenos Aires,C_Indeterminada,20,1,3,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/10-03-2020-nuevo-coronavirus-covid-19-reporte-diario_1.pdf
10/03/2020,9,0,CABA,C_Indeterminada,21,1,4,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/10-03-2020-nuevo-coronavirus-covid-19-reporte-diario_1.pdf
11/03/2020,10,0,Buenos Aires,C_Indeterminada,22,1,4,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/11-03-2020-nuevo-coronavirus-covid-19-reporte-diario_0.pdf
11/03/2020,10,0,CABA,C_Indeterminada,23,1,4,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/11-03-2020-nuevo-coronavirus-covid-19-reporte-diario_0.pdf
12/03/2020,8,0,CABA,C_Indeterminada,33,10,4,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/12-03-20-nuevo-coronavirus-covid-19_reporte-diario_0.pdf
13/03/2020,9,0,Buenos Aires,C_Indeterminada,34,1,4,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/13-03-20-reporte-diario-covid-19_0.pdf
13/03/2020,9,0,CABA,C_Indeterminada,36,2,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/13-03-20-reporte-diario-covid-19_0.pdf
14/03/2020,10,0,CABA,C_Indeterminada,47,11,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/14-03-20-reporte-diario-covid-19_0.pdf
14/03/2020,10,0,Santa Fe,Rosario,48,1,5,transmision comunitaria,informe provincial,
15/03/2020,11,0,CABA,C_Indeterminada,54,6,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/15032020-nuevo-coronavirus-covid-19_0.pdf
15/03/2020,11,0,Chaco,C_Indeterminada,58,4,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/15032020-nuevo-coronavirus-covid-19_0.pdf
15/03/2020,11,0,Tierra del Fuego,C_Indeterminada,59,1,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/15032020-nuevo-coronavirus-covid-19_0.pdf
15/03/2020,11,0,Buenos Aires,C_Indeterminada,60,1,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/15032020-nuevo-coronavirus-covid-19_0.pdf
16/03/2020,12,0,CABA,C_Indeterminada,65,5,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/16-03-20-reporte-diario-covid-19_0.pdf
16/03/2020,12,0,Chaco,C_Indeterminada,68,3,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/16-03-20-reporte-diario-covid-19_0.pdf
16/03/2020,12,0,Buenos Aires,C_Indeterminada,69,1,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/16-03-20-reporte-diario-covid-19_0.pdf
16/03/2020,12,0,Indeterminado,C_Indeterminada,69,0,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/16-03-20-reporte-diario-covid-19_0.pdf
17/03/2020,13,0,Buenos Aires,C_Indeterminada,70,1,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf
17/03/2020,13,0,CABA,C_Indeterminada,74,4,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf
17/03/2020,13,0,Córdoba,C_Indeterminada,76,2,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf
17/03/2020,13,0,Chaco,C_Indeterminada,77,1,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf
17/03/2020,13,0,Jujuy,C_Indeterminada,78,1,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf
17/03/2020,13,0,Salta,C_Indeterminada,79,1,5,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf
17/03/2020,13,0,Río Negro,C_Indeterminada,80,1,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf
17/03/2020,13,0,Entre Ríos,C_Indeterminada,81,1,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf
17/03/2020,13,0,Santa Cruz,C_Indeterminada,82,1,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf
17/03/2020,13,0,Indeterminado,C_Indeterminada,82,0,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf
18/03/2020,14,0,CABA,C_Indeterminada,92,10,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf
18/03/2020,14,0,Chaco,C_Indeterminada,93,1,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf
18/03/2020,14,0,Buenos Aires,C_Indeterminada,99,6,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf
18/03/2020,14,0,Córdoba,C_Indeterminada,100,1,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf
18/03/2020,14,0,Entre Ríos,C_Indeterminada,101,1,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf
18/03/2020,14,0,Indeterminado,C_Indeterminada,101,0,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf
19/03/2020,15,0,Buenos Aires,C_Indeterminada,115,14,6,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf
19/03/2020,15,0,CABA,C_Indeterminada,123,8,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf
19/03/2020,15,0,Córdoba,C_Indeterminada,125,2,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf
19/03/2020,15,0,Chaco,C_Indeterminada,127,2,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf
19/03/2020,15,0,Tucumán,C_Indeterminada,128,1,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf
19/03/2020,15,0,Santa Fe,Rosario,129,1,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf
19/03/2020,15,0,Río Negro,C_Indeterminada,131,2,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf
19/03/2020,15,0,Indeterminado,C_Indeterminada,131,0,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf
20/03/2020,16,0,CABA,C_Indeterminada,140,9,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf
20/03/2020,16,0,Buenos Aires,C_Indeterminada,149,9,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf
20/03/2020,16,0,Córdoba,C_Indeterminada,153,4,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf
20/03/2020,16,0,Chaco,C_Indeterminada,154,1,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf
20/03/2020,16,0,Tierra del Fuego,C_Indeterminada,155,1,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf
20/03/2020,16,0,Entre Ríos,C_Indeterminada,157,2,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf
20/03/2020,16,0,Corrientes,C_Indeterminada,158,1,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf
20/03/2020,16,0,Neuquén,C_Indeterminada,159,1,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf
20/03/2020,16,0,Santiago del Estero,C_Indeterminada,160,1,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf
20/03/2020,16,0,Indeterminado,C_Indeterminada,160,0,7,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf
21/03/2020,17,1,CABA,C_Indeterminada,189,29,7,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
21/03/2020,17,1,Buenos Aires,C_Indeterminada,203,14,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
21/03/2020,17,1,Chaco,C_Indeterminada,208,5,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
21/03/2020,17,1,Mendoza,C_Indeterminada,213,5,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
21/03/2020,17,1,Córdoba,C_Indeterminada,217,4,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
21/03/2020,17,1,Tierra del Fuego,C_Indeterminada,220,3,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
21/03/2020,17,1,Corrientes,C_Indeterminada,222,2,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
21/03/2020,17,1,Santa Fe,Ciudad de Santa Fe,224,2,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
21/03/2020,17,1,Santa Fe,Rafaela,225,1,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
21/03/2020,17,1,Tucumán,C_Indeterminada,226,1,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
21/03/2020,17,1,Río Negro,C_Indeterminada,227,1,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
21/03/2020,17,1,Indeterminado,C_Indeterminada,227,0,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf
22/03/2020,18,2,CABA,C_Indeterminada,238,11,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf
22/03/2020,18,2,Buenos Aires,C_Indeterminada,246,8,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf
22/03/2020,18,2,Córdoba,C_Indeterminada,254,8,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf
22/03/2020,18,2,Chaco,C_Indeterminada,261,7,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf
22/03/2020,18,2,Tucumán,C_Indeterminada,266,5,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf
22/03/2020,18,2,Indeterminado,C_Indeterminada,266,0,8,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf
23/03/2020,19,3,CABA,C_Indeterminada,277,11,8,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/23-03-2020-covid19_informe-diario.pdf
23/03/2020,19,3,Buenos Aires,C_Indeterminada,282,5,8,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/23-03-2020-covid19_informe-diario.pdf
23/03/2020,19,3,Santa Fe,Helvecia,283,1,8,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257616/1357149/file/Parte%20MSSF%20Coronavirus%2023-03-2020%2018hs.pdf
23/03/2020,19,3,Santa Fe,Esperanza,284,1,8,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257616/1357149/file/Parte%20MSSF%20Coronavirus%2023-03-2020%2018hs.pdf
23/03/2020,19,3,Santa Fe,Rosario,293,9,8,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257616/1357149/file/Parte%20MSSF%20Coronavirus%2023-03-2020%2018hs.pdf
23/03/2020,19,3,Santa Fe,Gálvez,296,3,8,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257616/1357149/file/Parte%20MSSF%20Coronavirus%2023-03-2020%2018hs.pdf
23/03/2020,19,3,Córdoba,C_Indeterminada,299,3,8,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/23-03-2020-covid19_informe-diario.pdf
23/03/2020,19,3,Chaco,C_Indeterminada,303,4,8,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/23-03-2020-covid19_informe-diario.pdf
23/03/2020,19,3,Indeterminado,C_Indeterminada,303,0,8,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/23-03-2020-covid19_informe-diario.pdf
24/03/2020,20,4,CABA,C_Indeterminada,332,29,8,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf
24/03/2020,20,4,Buenos Aires,C_Indeterminada,361,29,9,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf
24/03/2020,20,4,Chaco,C_Indeterminada,370,9,10,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf
24/03/2020,20,4,Córdoba,C_Indeterminada,377,7,10,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf
24/03/2020,20,4,Tierra del Fuego,C_Indeterminada,381,4,10,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf
24/03/2020,20,4,Santa Fe,Helvecia,382,1,10,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257621/1357167/file/Informe_Coronavirus_24_03_2020%2021%20hs.pdf
24/03/2020,20,4,Santa Fe,Rafaela,383,1,10,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257621/1357167/file/Informe_Coronavirus_24_03_2020%2021%20hs.pdf
24/03/2020,20,4,Santa Fe,Roldán,384,1,10,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257621/1357167/file/Informe_Coronavirus_24_03_2020%2021%20hs.pdf
24/03/2020,20,4,La Pampa,C_Indeterminada,385,1,10,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf
24/03/2020,20,4,Neuquén,C_Indeterminada,386,1,10,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf
24/03/2020,20,4,Santa Cruz,C_Indeterminada,387,1,10,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf
24/03/2020,20,4,Indeterminado,C_Indeterminada,387,0,10,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf
25/03/2020,21,5,Buenos Aires,C_Indeterminada,417,30,10,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
25/03/2020,21,5,CABA,C_Indeterminada,438,21,11,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
25/03/2020,21,5,Córdoba,C_Indeterminada,453,15,11,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
25/03/2020,21,5,Chaco,C_Indeterminada,465,12,12,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
25/03/2020,21,5,Santa Cruz,C_Indeterminada,470,5,12,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
25/03/2020,21,5,San Luis,C_Indeterminada,474,4,12,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
25/03/2020,21,5,Entre Ríos,C_Indeterminada,477,3,12,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
25/03/2020,21,5,Mendoza,C_Indeterminada,478,1,12,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
25/03/2020,21,5,Neuquén,C_Indeterminada,479,1,12,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
25/03/2020,21,5,Tierra del Fuego,C_Indeterminada,480,1,12,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
25/03/2020,21,5,Tucumán,C_Indeterminada,482,2,12,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
25/03/2020,21,5,Santa Fe,C_Indeterminada,504,22,12,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
25/03/2020,21,5,Indeterminado,C_Indeterminada,504,0,12,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf
26/03/2020,22,6,CABA,C_Indeterminada,534,30,13,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
26/03/2020,22,6,Buenos Aires,C_Indeterminada,561,27,15,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
26/03/2020,22,6,Santa Fe,C_Indeterminada,573,12,15,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
26/03/2020,22,6,Chaco,C_Indeterminada,576,3,16,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
26/03/2020,22,6,Córdoba,C_Indeterminada,579,3,16,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
26/03/2020,22,6,Tierra del Fuego,C_Indeterminada,582,3,16,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
26/03/2020,22,6,Neuquén,C_Indeterminada,585,3,16,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
26/03/2020,22,6,Jujuy,C_Indeterminada,587,2,16,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
26/03/2020,22,6,Santa Cruz,C_Indeterminada,589,2,16,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
26/03/2020,22,6,Mendoza,C_Indeterminada,590,1,16,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
26/03/2020,22,6,San Luis,C_Indeterminada,590,0,16,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
26/03/2020,22,6,Indeterminado,C_Indeterminada,590,0,16,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,CABA,C_Indeterminada,617,27,17,transmision comunitaria,informe nacional,https://www.buenosaires.gob.ar/salud/noticias/actualizacion-de-los-casos-coronavirus-en-la-ciudad-buenos-aires
27/03/2020,23,7,Buenos Aires,C_Indeterminada,653,36,18,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Chaco,C_Indeterminada,656,3,18,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Córdoba,C_Indeterminada,661,5,18,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Tucumán,C_Indeterminada,667,6,18,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Santa Fe,Rosario,673,6,18,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Santa Fe,Pueblo Andino,674,1,18,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Santa Fe,Venado Tuerto,675,1,18,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Santa Fe,Villa Constitución,676,1,18,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Entre Ríos,C_Indeterminada,679,3,18,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Neuquén,C_Indeterminada,683,4,19,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Mendoza,C_Indeterminada,684,1,20,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Río Negro,C_Indeterminada,687,3,21,transmision comunitaria,informe nacional,https://www.rionegro.gov.ar/?contID=58359
27/03/2020,23,7,Corrientes,C_Indeterminada,690,3,21,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Santiago del Estero,C_Indeterminada,691,1,21,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Misiones,Posadas,692,1,21,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
27/03/2020,23,7,Indeterminado,C_Indeterminada,692,0,21,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf
28/03/2020,24,8,Buenos Aires,C_Indeterminada,700,8,22,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/28-03-20-reporte-vespertino-covid-19.pdf
28/03/2020,24,8,CABA,C_Indeterminada,718,18,23,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/28-03-20-reporte-vespertino-covid-19.pdf
28/03/2020,24,8,Santa Fe,Rafaela,722,4,23,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/28-03-20-reporte-vespertino-covid-19.pdf
28/03/2020,24,8,Santa Fe,Santa Fe,726,4,23,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/28-03-20-reporte-vespertino-covid-19.pdf
28/03/2020,24,8,Santa Fe,Rosario,729,3,23,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/28-03-20-reporte-vespertino-covid-19.pdf
28/03/2020,24,8,Santa Fe,Santo Tomé ,730,1,23,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/28-03-20-reporte-vespertino-covid-19.pdf
28/03/2020,24,8,Santa Fe,Chabás,731,1,23,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/28-03-20-reporte-vespertino-covid-19.pdf
28/03/2020,24,8,Chaco,C_Indeterminada,736,5,23,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/28-03-20-reporte-vespertino-covid-19.pdf
28/03/2020,24,8,Córdoba,C_Indeterminada,737,1,23,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/28-03-20-reporte-vespertino-covid-19.pdf
28/03/2020,24,8,Tierra del Fuego,C_Indeterminada,741,4,23,transmision comunitaria,informe nacional vespertino,https://www.argentina.gob.ar/sites/default/files/28-03-20-reporte-vespertino-covid-19.pdf
